0.000;-0.135
0.019;-0.133
0.038;-0.135
0.056;-0.135
0.075;-0.135
0.094;-0.133
0.113;-0.134
0.131;-0.133
0.150;-0.135
0.169;-0.134
0.188;-0.134
0.206;-0.134
0.225;-0.133
0.244;-0.134
0.263;-0.135
0.281;-0.133
0.300;-0.135
0.319;-0.134
0.338;-0.135
0.356;-0.133
0.375;-0.133
0.394;-0.135
0.413;-0.133
0.431;-0.133
0.450;-0.135
0.469;-0.133
0.488;-0.135
0.506;-0.133
0.525;-0.134
0.544;-0.133
0.563;-0.133
0.581;-0.134
0.600;-0.134
0.619;-0.134
0.638;-0.134
0.656;-0.134
0.675;-0.134
0.694;-0.133
0.713;-0.134
0.731;-0.135
0.750;-0.135
0.769;-0.135
0.788;-0.134
0.806;-0.134
0.825;-0.135
0.844;-0.134
0.863;-0.135
0.881;-0.134
0.900;-0.134
0.919;-0.135
0.938;-0.134
0.956;-0.133
0.975;-0.134
0.994;-0.134
1.013;-0.135
1.031;-0.134
1.050;-0.134
1.069;-0.133
1.088;-0.133
1.106;-0.135
1.125;-0.133
1.144;-0.135
1.163;-0.133
1.181;-0.133
1.200;-0.135
1.219;-0.132
1.238;-0.134
1.256;-0.135
1.275;-0.135
1.294;-0.133
1.313;-0.133
1.331;-0.133
1.350;-0.135
1.369;-0.135
1.388;-0.133
1.406;-0.134
1.425;-0.135
1.444;-0.135
1.463;-0.134
1.481;-0.135
1.500;-0.135
1.519;-0.134
1.538;-0.133
1.556;-0.134
1.575;-0.134
1.594;-0.134
1.613;-0.133
1.631;-0.135
1.650;-0.134
1.669;-0.135
1.688;-0.134
1.706;-0.134
1.725;-0.135
1.744;-0.135
1.763;-0.134
1.781;-0.135
1.800;-0.134
1.819;-0.133
1.838;-0.133
1.856;-0.133
1.875;-0.133
1.894;-0.135
1.913;-0.135
1.931;-0.135
1.950;-0.134
1.969;-0.133
1.988;-0.133
2.006;-0.135
2.025;-0.135
2.044;-0.135
2.063;-0.134
2.081;-0.133
2.100;-0.133
2.119;-0.136
2.138;-0.134
2.156;-0.134
2.175;-0.134
2.194;-0.133
2.213;-0.135
2.231;-0.135
2.250;-0.133
2.269;-0.134
2.288;-0.135
2.306;-0.134
2.325;-0.134
2.344;-0.134
2.363;-0.133
2.381;-0.134
2.400;-0.134
2.419;-0.134
2.438;-0.134
2.456;-0.135
2.475;-0.134
2.494;-0.134
2.513;-0.133
2.531;-0.135
2.550;-0.134
2.569;-0.134
2.588;-0.132
2.606;-0.135
2.625;-0.133
2.644;-0.134
2.663;-0.134
2.681;-0.134
2.700;-0.136
2.719;-0.135
2.738;-0.134
2.756;-0.134
2.775;-0.133
2.794;-0.134
2.813;-0.135
2.831;-0.135
2.850;-0.134
2.869;-0.134
2.888;-0.135
2.906;-0.134
2.925;-0.134
2.944;-0.133
2.963;-0.133
2.981;-0.134
3.000;-0.135
3.019;-0.135
3.038;-0.135
3.056;-0.134
3.075;-0.133
3.094;-0.133
3.113;-0.135
3.131;-0.134
3.150;-0.134
3.169;-0.134
3.188;-0.134
3.206;-0.133
3.225;-0.135
3.244;-0.135
3.263;-0.133
3.281;-0.135
3.300;-0.135
3.319;-0.135
3.338;-0.134
3.356;-0.135
3.375;-0.135
3.394;-0.135
3.413;-0.133
3.431;-0.134
3.450;-0.135
3.469;-0.133
3.488;-0.133
3.506;-0.134
3.525;-0.134
3.544;-0.133
3.563;-0.134
3.581;-0.134
3.600;-0.133
3.619;-0.135
3.638;-0.135
3.656;-0.132
3.675;-0.133
3.694;-0.133
3.713;-0.133
3.731;-0.135
3.750;-0.134
3.769;-0.135
3.788;-0.135
3.806;-0.133
3.825;-0.134
3.844;-0.134
3.863;-0.133
3.881;-0.133
3.900;-0.135
3.919;-0.134
3.938;-0.133
3.956;-0.135
3.975;-0.133
3.994;-0.134
4.013;-0.134
4.031;-0.135
4.050;-0.135
4.069;-0.134
4.088;-0.133
4.106;-0.133
4.125;-0.134
4.144;-0.133
4.163;-0.133
4.181;-0.135
4.200;-0.134
4.219;-0.133
4.238;-0.133
4.256;-0.133
4.275;-0.134
4.294;-0.135
4.313;-0.134
4.331;-0.136
4.350;-0.133
4.369;-0.134
4.388;-0.134
4.406;-0.134
4.425;-0.135
4.444;-0.134
4.463;-0.133
4.481;-0.135
4.500;-0.134
4.519;-0.133
4.538;-0.135
4.556;-0.134
4.575;-0.135
4.594;-0.135
4.613;-0.133
4.631;-0.134
4.650;-0.135
4.669;-0.135
4.688;-0.134
4.706;-0.133
4.725;-0.134
4.744;-0.134
4.763;-0.134
4.781;-0.133
4.800;-0.133
4.819;-0.134
4.838;-0.134
4.856;-0.134
4.875;-0.133
4.894;-0.135
4.913;-0.135
4.931;-0.133
4.950;-0.134
4.969;-0.134
4.988;-0.135
5.006;-0.134
5.025;-0.134
5.044;-0.135
5.063;-0.133
5.081;-0.134
5.100;-0.134
5.119;-0.134
5.138;-0.134
5.156;-0.133
5.175;-0.134
5.194;-0.135
5.213;-0.134
5.231;-0.135
5.250;-0.134
5.269;-0.133
5.288;-0.134
5.306;-0.134
5.325;-0.135
5.344;-0.135
5.363;-0.133
5.381;-0.134
5.400;-0.135
5.419;-0.133
5.438;-0.135
5.456;-0.133
5.475;-0.135
5.494;-0.133
5.513;-0.134
5.531;-0.134
5.550;-0.133
5.569;-0.134
5.588;-0.135
5.606;-0.135
5.625;-0.133
5.644;-0.133
5.663;-0.134
5.681;-0.135
5.700;-0.133
5.719;-0.134
5.738;-0.134
5.756;-0.135
5.775;-0.133
5.794;-0.133
5.813;-0.133
5.831;-0.133
5.850;-0.133
5.869;-0.135
5.888;-0.134
5.906;-0.135
5.925;-0.135
5.944;-0.134
5.963;-0.133
5.981;-0.135
6.000;-0.135
6.019;-0.134
6.038;-0.132
6.056;-0.134
6.075;-0.135
6.094;-0.135
6.113;-0.134
6.131;-0.134
6.150;-0.135
6.169;-0.134
6.188;-0.134
6.206;-0.135
6.225;-0.134
6.244;-0.134
6.263;-0.135
6.281;-0.135
6.300;-0.134
6.319;-0.132
6.338;-0.134
6.356;-0.135
6.375;-0.134
6.394;-0.133
6.413;-0.135
6.431;-0.134
6.450;-0.134
6.469;-0.133
6.488;-0.132
6.506;-0.134
6.525;-0.134
6.544;-0.134
6.563;-0.135
6.581;-0.133
6.600;-0.134
6.619;-0.134
6.638;-0.134
6.656;-0.133
6.675;-0.134
6.694;-0.133
6.713;-0.134
6.731;-0.136
6.750;-0.135
6.769;-0.134
6.788;-0.134
6.806;-0.134
6.825;-0.135
6.844;-0.133
6.863;-0.133
6.881;-0.135
6.900;-0.134
6.919;-0.133
6.938;-0.135
6.956;-0.134
6.975;-0.132
6.994;-0.133
7.013;-0.134
7.031;-0.135
7.050;-0.134
7.069;-0.134
7.088;-0.135
7.106;-0.135
7.125;-0.134
7.144;-0.134
7.163;-0.133
7.181;-0.134
7.200;-0.134
7.219;-0.135
7.238;-0.134
7.256;-0.135
7.275;-0.134
7.294;-0.134
7.313;-0.134
7.331;-0.134
7.350;-0.135
7.369;-0.133
7.388;-0.134
7.406;-0.135
7.425;-0.135
7.444;-0.133
7.463;-0.135
7.481;-0.134
7.500;-0.134
7.519;-0.134
7.538;-0.134
7.556;-0.135
7.575;-0.135
7.594;-0.134
7.613;-0.134
7.631;-0.133
7.650;-0.135
7.669;-0.134
7.688;-0.133
7.706;-0.132
7.725;-0.133
7.744;-0.134
7.763;-0.134
7.781;-0.133
7.800;-0.135
7.819;-0.134
7.838;-0.134
7.856;-0.134
7.875;-0.133
7.894;-0.134
7.913;-0.134
7.931;-0.134
7.950;-0.135
7.969;-0.134
7.988;-0.133
8.006;-0.133
8.025;-0.134
8.044;-0.134
8.063;-0.134
8.081;-0.134
8.100;-0.135
8.119;-0.133
8.138;-0.134
8.156;-0.134
8.175;-0.134
8.194;-0.133
8.213;-0.135
8.231;-0.133
8.250;-0.134
8.269;-0.133
8.288;-0.135
8.306;-0.134
8.325;-0.133
8.344;-0.134
8.363;-0.134
8.381;-0.134
8.400;-0.133
8.419;-0.134
8.438;-0.133
8.456;-0.134
8.475;-0.134
8.494;-0.134
8.513;-0.135
8.531;-0.135
8.550;-0.134
8.569;-0.134
8.588;-0.133
8.606;-0.134
8.625;-0.134
8.644;-0.134
8.663;-0.134
8.681;-0.134
8.700;-0.135
8.719;-0.135
8.738;-0.133
8.756;-0.134
8.775;-0.135
8.794;-0.134
8.813;-0.134
8.831;-0.133
8.850;-0.134
